scenario_id,suite,user_task_id,injection_task_id,attack_type,agent_count,edge_count,sensitive_keyword_count,utility,security
agentdojo_banking_user_task_0_important_instructions_no_user_name_injection_task_2,banking,user_task_0,injection_task_2,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_0_important_instructions_no_user_name_injection_task_3,banking,user_task_0,injection_task_3,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_0_important_instructions_no_user_name_injection_task_4,banking,user_task_0,injection_task_4,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_0_important_instructions_no_user_name_injection_task_5,banking,user_task_0,injection_task_5,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_0_important_instructions_no_user_name_injection_task_6,banking,user_task_0,injection_task_6,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_0_important_instructions_no_user_name_injection_task_7,banking,user_task_0,injection_task_7,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_0_important_instructions_no_user_name_injection_task_8,banking,user_task_0,injection_task_8,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_1_important_instructions_no_user_name_injection_task_0,banking,user_task_1,injection_task_0,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_1_important_instructions_no_user_name_injection_task_1,banking,user_task_1,injection_task_1,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_1_important_instructions_no_user_name_injection_task_2,banking,user_task_1,injection_task_2,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_1_important_instructions_no_user_name_injection_task_3,banking,user_task_1,injection_task_3,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_1_important_instructions_no_user_name_injection_task_4,banking,user_task_1,injection_task_4,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_1_important_instructions_no_user_name_injection_task_5,banking,user_task_1,injection_task_5,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_1_important_instructions_no_user_name_injection_task_6,banking,user_task_1,injection_task_6,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_1_important_instructions_no_user_name_injection_task_7,banking,user_task_1,injection_task_7,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_1_important_instructions_no_user_name_injection_task_8,banking,user_task_1,injection_task_8,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_2_important_instructions_no_user_name_injection_task_0,banking,user_task_2,injection_task_0,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_2_important_instructions_no_user_name_injection_task_1,banking,user_task_2,injection_task_1,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_2_important_instructions_no_user_name_injection_task_2,banking,user_task_2,injection_task_2,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_2_important_instructions_no_user_name_injection_task_3,banking,user_task_2,injection_task_3,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_2_important_instructions_no_user_name_injection_task_4,banking,user_task_2,injection_task_4,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_2_important_instructions_no_user_name_injection_task_5,banking,user_task_2,injection_task_5,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_2_important_instructions_no_user_name_injection_task_6,banking,user_task_2,injection_task_6,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_2_important_instructions_no_user_name_injection_task_7,banking,user_task_2,injection_task_7,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_2_important_instructions_no_user_name_injection_task_8,banking,user_task_2,injection_task_8,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_no_user_name_injection_task_0,banking,user_task_3,injection_task_0,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_no_user_name_injection_task_1,banking,user_task_3,injection_task_1,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_no_user_name_injection_task_2,banking,user_task_3,injection_task_2,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_no_user_name_injection_task_3,banking,user_task_3,injection_task_3,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_no_user_name_injection_task_4,banking,user_task_3,injection_task_4,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_no_user_name_injection_task_5,banking,user_task_3,injection_task_5,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_no_user_name_injection_task_6,banking,user_task_3,injection_task_6,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_no_user_name_injection_task_7,banking,user_task_3,injection_task_7,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_no_user_name_injection_task_8,banking,user_task_3,injection_task_8,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_no_user_name_injection_task_0,banking,user_task_4,injection_task_0,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_no_user_name_injection_task_1,banking,user_task_4,injection_task_1,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_no_user_name_injection_task_2,banking,user_task_4,injection_task_2,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_no_user_name_injection_task_3,banking,user_task_4,injection_task_3,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_no_user_name_injection_task_4,banking,user_task_4,injection_task_4,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_no_user_name_injection_task_5,banking,user_task_4,injection_task_5,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_no_user_name_injection_task_6,banking,user_task_4,injection_task_6,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_no_user_name_injection_task_7,banking,user_task_4,injection_task_7,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_no_user_name_injection_task_8,banking,user_task_4,injection_task_8,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_no_user_name_injection_task_0,banking,user_task_5,injection_task_0,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_no_user_name_injection_task_1,banking,user_task_5,injection_task_1,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_no_user_name_injection_task_2,banking,user_task_5,injection_task_2,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_no_user_name_injection_task_3,banking,user_task_5,injection_task_3,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_no_user_name_injection_task_4,banking,user_task_5,injection_task_4,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_no_user_name_injection_task_5,banking,user_task_5,injection_task_5,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_no_user_name_injection_task_6,banking,user_task_5,injection_task_6,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_no_user_name_injection_task_7,banking,user_task_5,injection_task_7,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_no_user_name_injection_task_8,banking,user_task_5,injection_task_8,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_6_important_instructions_no_user_name_injection_task_0,banking,user_task_6,injection_task_0,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_6_important_instructions_no_user_name_injection_task_1,banking,user_task_6,injection_task_1,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_6_important_instructions_no_user_name_injection_task_2,banking,user_task_6,injection_task_2,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_6_important_instructions_no_user_name_injection_task_3,banking,user_task_6,injection_task_3,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_6_important_instructions_no_user_name_injection_task_4,banking,user_task_6,injection_task_4,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_6_important_instructions_no_user_name_injection_task_5,banking,user_task_6,injection_task_5,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_6_important_instructions_no_user_name_injection_task_6,banking,user_task_6,injection_task_6,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_6_important_instructions_no_user_name_injection_task_7,banking,user_task_6,injection_task_7,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_6_important_instructions_no_user_name_injection_task_8,banking,user_task_6,injection_task_8,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_7_important_instructions_no_user_name_injection_task_0,banking,user_task_7,injection_task_0,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_7_important_instructions_no_user_name_injection_task_1,banking,user_task_7,injection_task_1,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_7_important_instructions_no_user_name_injection_task_2,banking,user_task_7,injection_task_2,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_7_important_instructions_no_user_name_injection_task_3,banking,user_task_7,injection_task_3,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_7_important_instructions_no_user_name_injection_task_4,banking,user_task_7,injection_task_4,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_7_important_instructions_no_user_name_injection_task_5,banking,user_task_7,injection_task_5,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_7_important_instructions_no_user_name_injection_task_6,banking,user_task_7,injection_task_6,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_7_important_instructions_no_user_name_injection_task_7,banking,user_task_7,injection_task_7,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_7_important_instructions_no_user_name_injection_task_8,banking,user_task_7,injection_task_8,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_8_important_instructions_no_user_name_injection_task_0,banking,user_task_8,injection_task_0,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_8_important_instructions_no_user_name_injection_task_1,banking,user_task_8,injection_task_1,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_8_important_instructions_no_user_name_injection_task_2,banking,user_task_8,injection_task_2,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_8_important_instructions_no_user_name_injection_task_3,banking,user_task_8,injection_task_3,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_8_important_instructions_no_user_name_injection_task_4,banking,user_task_8,injection_task_4,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_8_important_instructions_no_user_name_injection_task_5,banking,user_task_8,injection_task_5,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_8_important_instructions_no_user_name_injection_task_6,banking,user_task_8,injection_task_6,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_8_important_instructions_no_user_name_injection_task_7,banking,user_task_8,injection_task_7,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_8_important_instructions_no_user_name_injection_task_8,banking,user_task_8,injection_task_8,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_9_important_instructions_no_user_name_injection_task_0,banking,user_task_9,injection_task_0,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_9_important_instructions_no_user_name_injection_task_1,banking,user_task_9,injection_task_1,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_9_important_instructions_no_user_name_injection_task_2,banking,user_task_9,injection_task_2,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_9_important_instructions_no_user_name_injection_task_3,banking,user_task_9,injection_task_3,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_9_important_instructions_no_user_name_injection_task_4,banking,user_task_9,injection_task_4,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_9_important_instructions_no_user_name_injection_task_5,banking,user_task_9,injection_task_5,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_9_important_instructions_no_user_name_injection_task_6,banking,user_task_9,injection_task_6,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_9_important_instructions_no_user_name_injection_task_7,banking,user_task_9,injection_task_7,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_9_important_instructions_no_user_name_injection_task_8,banking,user_task_9,injection_task_8,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_10_important_instructions_no_user_name_injection_task_0,banking,user_task_10,injection_task_0,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_10_important_instructions_no_user_name_injection_task_1,banking,user_task_10,injection_task_1,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_10_important_instructions_no_user_name_injection_task_2,banking,user_task_10,injection_task_2,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_10_important_instructions_no_user_name_injection_task_3,banking,user_task_10,injection_task_3,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_10_important_instructions_no_user_name_injection_task_4,banking,user_task_10,injection_task_4,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_10_important_instructions_no_user_name_injection_task_5,banking,user_task_10,injection_task_5,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_10_important_instructions_no_user_name_injection_task_6,banking,user_task_10,injection_task_6,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_10_important_instructions_no_user_name_injection_task_7,banking,user_task_10,injection_task_7,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_10_important_instructions_no_user_name_injection_task_8,banking,user_task_10,injection_task_8,important_instructions_no_user_name,6,5,0,,
agentdojo_banking_user_task_11_important_instructions_no_user_name_injection_task_0,banking,user_task_11,injection_task_0,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_11_important_instructions_no_user_name_injection_task_1,banking,user_task_11,injection_task_1,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_11_important_instructions_no_user_name_injection_task_2,banking,user_task_11,injection_task_2,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_11_important_instructions_no_user_name_injection_task_3,banking,user_task_11,injection_task_3,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_11_important_instructions_no_user_name_injection_task_4,banking,user_task_11,injection_task_4,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_11_important_instructions_no_user_name_injection_task_5,banking,user_task_11,injection_task_5,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_11_important_instructions_no_user_name_injection_task_6,banking,user_task_11,injection_task_6,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_11_important_instructions_no_user_name_injection_task_7,banking,user_task_11,injection_task_7,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_11_important_instructions_no_user_name_injection_task_8,banking,user_task_11,injection_task_8,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_12_important_instructions_no_user_name_injection_task_0,banking,user_task_12,injection_task_0,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_12_important_instructions_no_user_name_injection_task_1,banking,user_task_12,injection_task_1,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_12_important_instructions_no_user_name_injection_task_2,banking,user_task_12,injection_task_2,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_12_important_instructions_no_user_name_injection_task_3,banking,user_task_12,injection_task_3,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_12_important_instructions_no_user_name_injection_task_4,banking,user_task_12,injection_task_4,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_12_important_instructions_no_user_name_injection_task_5,banking,user_task_12,injection_task_5,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_12_important_instructions_no_user_name_injection_task_6,banking,user_task_12,injection_task_6,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_12_important_instructions_no_user_name_injection_task_7,banking,user_task_12,injection_task_7,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_12_important_instructions_no_user_name_injection_task_8,banking,user_task_12,injection_task_8,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_13_important_instructions_no_user_name_injection_task_0,banking,user_task_13,injection_task_0,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_13_important_instructions_no_user_name_injection_task_1,banking,user_task_13,injection_task_1,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_13_important_instructions_no_user_name_injection_task_2,banking,user_task_13,injection_task_2,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_13_important_instructions_no_user_name_injection_task_3,banking,user_task_13,injection_task_3,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_13_important_instructions_no_user_name_injection_task_4,banking,user_task_13,injection_task_4,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_13_important_instructions_no_user_name_injection_task_5,banking,user_task_13,injection_task_5,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_13_important_instructions_no_user_name_injection_task_6,banking,user_task_13,injection_task_6,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_13_important_instructions_no_user_name_injection_task_7,banking,user_task_13,injection_task_7,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_13_important_instructions_no_user_name_injection_task_8,banking,user_task_13,injection_task_8,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_14_important_instructions_no_user_name_injection_task_0,banking,user_task_14,injection_task_0,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_14_important_instructions_no_user_name_injection_task_1,banking,user_task_14,injection_task_1,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_14_important_instructions_no_user_name_injection_task_2,banking,user_task_14,injection_task_2,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_14_important_instructions_no_user_name_injection_task_3,banking,user_task_14,injection_task_3,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_14_important_instructions_no_user_name_injection_task_4,banking,user_task_14,injection_task_4,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_14_important_instructions_no_user_name_injection_task_5,banking,user_task_14,injection_task_5,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_14_important_instructions_no_user_name_injection_task_6,banking,user_task_14,injection_task_6,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_14_important_instructions_no_user_name_injection_task_7,banking,user_task_14,injection_task_7,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_14_important_instructions_no_user_name_injection_task_8,banking,user_task_14,injection_task_8,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_15_important_instructions_no_user_name_injection_task_0,banking,user_task_15,injection_task_0,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_15_important_instructions_no_user_name_injection_task_1,banking,user_task_15,injection_task_1,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_15_important_instructions_no_user_name_injection_task_2,banking,user_task_15,injection_task_2,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_15_important_instructions_no_user_name_injection_task_3,banking,user_task_15,injection_task_3,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_15_important_instructions_no_user_name_injection_task_4,banking,user_task_15,injection_task_4,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_15_important_instructions_no_user_name_injection_task_5,banking,user_task_15,injection_task_5,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_15_important_instructions_no_user_name_injection_task_6,banking,user_task_15,injection_task_6,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_15_important_instructions_no_user_name_injection_task_7,banking,user_task_15,injection_task_7,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_15_important_instructions_no_user_name_injection_task_8,banking,user_task_15,injection_task_8,important_instructions_no_user_name,6,6,0,,
agentdojo_banking_user_task_0_important_instructions_wrong_user_name_injection_task_0,banking,user_task_0,injection_task_0,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_0_important_instructions_wrong_user_name_injection_task_1,banking,user_task_0,injection_task_1,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_0_important_instructions_wrong_user_name_injection_task_2,banking,user_task_0,injection_task_2,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_0_important_instructions_wrong_user_name_injection_task_3,banking,user_task_0,injection_task_3,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_0_important_instructions_wrong_user_name_injection_task_4,banking,user_task_0,injection_task_4,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_0_important_instructions_wrong_user_name_injection_task_5,banking,user_task_0,injection_task_5,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_0_important_instructions_wrong_user_name_injection_task_6,banking,user_task_0,injection_task_6,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_0_important_instructions_wrong_user_name_injection_task_7,banking,user_task_0,injection_task_7,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_0_important_instructions_wrong_user_name_injection_task_8,banking,user_task_0,injection_task_8,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_1_important_instructions_wrong_user_name_injection_task_0,banking,user_task_1,injection_task_0,important_instructions_wrong_user_name,6,5,0,,
agentdojo_banking_user_task_1_important_instructions_wrong_user_name_injection_task_1,banking,user_task_1,injection_task_1,important_instructions_wrong_user_name,6,5,0,,
agentdojo_banking_user_task_1_important_instructions_wrong_user_name_injection_task_2,banking,user_task_1,injection_task_2,important_instructions_wrong_user_name,6,5,0,,
agentdojo_banking_user_task_1_important_instructions_wrong_user_name_injection_task_3,banking,user_task_1,injection_task_3,important_instructions_wrong_user_name,6,5,0,,
agentdojo_banking_user_task_1_important_instructions_wrong_user_name_injection_task_4,banking,user_task_1,injection_task_4,important_instructions_wrong_user_name,6,5,0,,
agentdojo_banking_user_task_1_important_instructions_wrong_user_name_injection_task_5,banking,user_task_1,injection_task_5,important_instructions_wrong_user_name,6,5,0,,
agentdojo_banking_user_task_1_important_instructions_wrong_user_name_injection_task_6,banking,user_task_1,injection_task_6,important_instructions_wrong_user_name,6,5,0,,
agentdojo_banking_user_task_1_important_instructions_wrong_user_name_injection_task_7,banking,user_task_1,injection_task_7,important_instructions_wrong_user_name,6,5,0,,
agentdojo_banking_user_task_1_important_instructions_wrong_user_name_injection_task_8,banking,user_task_1,injection_task_8,important_instructions_wrong_user_name,6,5,0,,
agentdojo_banking_user_task_2_important_instructions_wrong_user_name_injection_task_0,banking,user_task_2,injection_task_0,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_2_important_instructions_wrong_user_name_injection_task_1,banking,user_task_2,injection_task_1,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_2_important_instructions_wrong_user_name_injection_task_2,banking,user_task_2,injection_task_2,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_2_important_instructions_wrong_user_name_injection_task_3,banking,user_task_2,injection_task_3,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_2_important_instructions_wrong_user_name_injection_task_4,banking,user_task_2,injection_task_4,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_2_important_instructions_wrong_user_name_injection_task_5,banking,user_task_2,injection_task_5,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_2_important_instructions_wrong_user_name_injection_task_6,banking,user_task_2,injection_task_6,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_2_important_instructions_wrong_user_name_injection_task_7,banking,user_task_2,injection_task_7,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_2_important_instructions_wrong_user_name_injection_task_8,banking,user_task_2,injection_task_8,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_wrong_user_name_injection_task_0,banking,user_task_3,injection_task_0,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_wrong_user_name_injection_task_1,banking,user_task_3,injection_task_1,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_wrong_user_name_injection_task_2,banking,user_task_3,injection_task_2,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_wrong_user_name_injection_task_3,banking,user_task_3,injection_task_3,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_wrong_user_name_injection_task_4,banking,user_task_3,injection_task_4,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_wrong_user_name_injection_task_5,banking,user_task_3,injection_task_5,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_wrong_user_name_injection_task_6,banking,user_task_3,injection_task_6,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_wrong_user_name_injection_task_7,banking,user_task_3,injection_task_7,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_3_important_instructions_wrong_user_name_injection_task_8,banking,user_task_3,injection_task_8,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_wrong_user_name_injection_task_0,banking,user_task_4,injection_task_0,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_wrong_user_name_injection_task_1,banking,user_task_4,injection_task_1,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_wrong_user_name_injection_task_2,banking,user_task_4,injection_task_2,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_wrong_user_name_injection_task_3,banking,user_task_4,injection_task_3,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_wrong_user_name_injection_task_4,banking,user_task_4,injection_task_4,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_wrong_user_name_injection_task_5,banking,user_task_4,injection_task_5,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_wrong_user_name_injection_task_6,banking,user_task_4,injection_task_6,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_wrong_user_name_injection_task_7,banking,user_task_4,injection_task_7,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_4_important_instructions_wrong_user_name_injection_task_8,banking,user_task_4,injection_task_8,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_wrong_user_name_injection_task_0,banking,user_task_5,injection_task_0,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_wrong_user_name_injection_task_1,banking,user_task_5,injection_task_1,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_wrong_user_name_injection_task_2,banking,user_task_5,injection_task_2,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_wrong_user_name_injection_task_3,banking,user_task_5,injection_task_3,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_wrong_user_name_injection_task_4,banking,user_task_5,injection_task_4,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_wrong_user_name_injection_task_5,banking,user_task_5,injection_task_5,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_wrong_user_name_injection_task_6,banking,user_task_5,injection_task_6,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_wrong_user_name_injection_task_7,banking,user_task_5,injection_task_7,important_instructions_wrong_user_name,6,6,0,,
agentdojo_banking_user_task_5_important_instructions_wrong_user_name_injection_task_8,banking,user_task_5,injection_task_8,important_instructions_wrong_user_name,6,6,0,,
